Sector,Salary Group,Employment Group,Gender,Components,Year,Contents
Government including social security funds,Workers paid by the hour,Employees,Men,STANDARDIZED HOURLY EARNINGS,2016,179.37
Government including social security funds,Workers paid by the hour,Employees,Men,Fringe benefits in DKK per standard hour,2016,0.13
Government including social security funds,Workers paid by the hour,Employees,Men,Pension including ATP in DKK per standard hour,2016,12.13
Government including social security funds,Workers paid by the hour,Employees,Men,Basic earnings in DKK per standard hour,2016,160.16
Government including social security funds,Workers paid by the hour,Employees,Men,"Lower quartile, standardized earnings",2016,145.46
Government including social security funds,Workers paid by the hour,Employees,Men,"Median, standardized hourly earnings",2016,170.66
Government including social security funds,Workers paid by the hour,Employees,Men,"Upper quartile, standardized hourly earnings",2016,202.2
Government including social security funds,Workers paid by the hour,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2016,28757.96
Government including social security funds,Workers paid by the hour,Employees,Men,Number of fulltime employees in the earnings statistics,2016,487.0
Government including social security funds,Workers paid by the hour,Employees,Women,STANDARDIZED HOURLY EARNINGS,2016,164.9
Government including social security funds,Workers paid by the hour,Employees,Women,Fringe benefits in DKK per standard hour,2016,0.14
Government including social security funds,Workers paid by the hour,Employees,Women,Pension including ATP in DKK per standard hour,2016,10.58
Government including social security funds,Workers paid by the hour,Employees,Women,Basic earnings in DKK per standard hour,2016,148.63
Government including social security funds,Workers paid by the hour,Employees,Women,"Lower quartile, standardized earnings",2016,136.91
Government including social security funds,Workers paid by the hour,Employees,Women,"Median, standardized hourly earnings",2016,157.27
Government including social security funds,Workers paid by the hour,Employees,Women,"Upper quartile, standardized hourly earnings",2016,184.23
Government including social security funds,Workers paid by the hour,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2016,26437.98
Government including social security funds,Workers paid by the hour,Employees,Women,Number of fulltime employees in the earnings statistics,2016,440.0
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,172.41
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2016,0.13
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2016,11.4
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2016,154.6
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2016,141.43
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2016,163.57
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2016,193.82
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,27641.83
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2016,926.0
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2016,179.34
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2016,0.13
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Men,Pension including ATP in DKK per standard hour,2016,12.14
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Men,Basic earnings in DKK per standard hour,2016,160.13
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Men,"Lower quartile, standardized earnings",2016,145.46
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Men,"Median, standardized hourly earnings",2016,170.66
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Men,"Upper quartile, standardized hourly earnings",2016,202.2
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Men,STANDARDIZED MONTHLY EARNINGS,2016,28754.1
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Men,Number of fulltime employees in the earnings statistics,2016,487.0
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Women,STANDARDIZED HOURLY EARNINGS,2016,164.82
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Women,Fringe benefits in DKK per standard hour,2016,0.14
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Women,Pension including ATP in DKK per standard hour,2016,10.58
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Women,Basic earnings in DKK per standard hour,2016,148.56
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Women,"Lower quartile, standardized earnings",2016,136.91
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Women,"Median, standardized hourly earnings",2016,157.21
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Women,"Upper quartile, standardized hourly earnings",2016,184.06
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Women,STANDARDIZED MONTHLY EARNINGS,2016,26425.96
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Women,Number of fulltime employees in the earnings statistics,2016,439.0
Government including social security funds,Fixed salary-earners,General managers,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,340.08
Government including social security funds,Fixed salary-earners,General managers,Mean of men and women,Fringe benefits in DKK per standard hour,2016,0.5
Government including social security funds,Fixed salary-earners,General managers,Mean of men and women,Pension including ATP in DKK per standard hour,2016,43.71
Government including social security funds,Fixed salary-earners,General managers,Mean of men and women,Basic earnings in DKK per standard hour,2016,271.36
Government including social security funds,Fixed salary-earners,General managers,Mean of men and women,"Lower quartile, standardized earnings",2016,255.16
Government including social security funds,Fixed salary-earners,General managers,Mean of men and women,"Median, standardized hourly earnings",2016,318.75
Government including social security funds,Fixed salary-earners,General managers,Mean of men and women,"Upper quartile, standardized hourly earnings",2016,402.53
Government including social security funds,Fixed salary-earners,General managers,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,54524.74
Government including social security funds,Fixed salary-earners,General managers,Mean of men and women,Number of fulltime employees in the earnings statistics,2016,16631.0
Government including social security funds,Fixed salary-earners,General managers,Men,STANDARDIZED HOURLY EARNINGS,2016,332.79
Government including social security funds,Fixed salary-earners,General managers,Men,Fringe benefits in DKK per standard hour,2016,0.46
Government including social security funds,Fixed salary-earners,General managers,Men,Pension including ATP in DKK per standard hour,2016,41.44
Government including social security funds,Fixed salary-earners,General managers,Men,Basic earnings in DKK per standard hour,2016,263.85
Government including social security funds,Fixed salary-earners,General managers,Men,"Lower quartile, standardized earnings",2016,251.23
Government including social security funds,Fixed salary-earners,General managers,Men,"Median, standardized hourly earnings",2016,308.78
Government including social security funds,Fixed salary-earners,General managers,Men,"Upper quartile, standardized hourly earnings",2016,392.51
Government including social security funds,Fixed salary-earners,General managers,Men,STANDARDIZED MONTHLY EARNINGS,2016,53355.57
Government including social security funds,Fixed salary-earners,General managers,Men,Number of fulltime employees in the earnings statistics,2016,12341.0
Government including social security funds,Fixed salary-earners,General managers,Women,STANDARDIZED HOURLY EARNINGS,2016,361.04
Government including social security funds,Fixed salary-earners,General managers,Women,Fringe benefits in DKK per standard hour,2016,0.63
Government including social security funds,Fixed salary-earners,General managers,Women,Pension including ATP in DKK per standard hour,2016,50.23
Government including social security funds,Fixed salary-earners,General managers,Women,Basic earnings in DKK per standard hour,2016,292.95
Government including social security funds,Fixed salary-earners,General managers,Women,"Lower quartile, standardized earnings",2016,272.93
Government including social security funds,Fixed salary-earners,General managers,Women,"Median, standardized hourly earnings",2016,350.17
Government including social security funds,Fixed salary-earners,General managers,Women,"Upper quartile, standardized hourly earnings",2016,429.63
Government including social security funds,Fixed salary-earners,General managers,Women,STANDARDIZED MONTHLY EARNINGS,2016,57885.76
Government including social security funds,Fixed salary-earners,General managers,Women,Number of fulltime employees in the earnings statistics,2016,4289.0
Government including social security funds,Fixed salary-earners,Employees,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,265.75
Government including social security funds,Fixed salary-earners,Employees,Mean of men and women,Fringe benefits in DKK per standard hour,2016,0.25
Government including social security funds,Fixed salary-earners,Employees,Mean of men and women,Pension including ATP in DKK per standard hour,2016,35.86
Government including social security funds,Fixed salary-earners,Employees,Mean of men and women,Basic earnings in DKK per standard hour,2016,220.44
Government including social security funds,Fixed salary-earners,Employees,Mean of men and women,"Lower quartile, standardized earnings",2016,213.56
Government including social security funds,Fixed salary-earners,Employees,Mean of men and women,"Median, standardized hourly earnings",2016,253.14
Government including social security funds,Fixed salary-earners,Employees,Mean of men and women,"Upper quartile, standardized hourly earnings",2016,302.7
Government including social security funds,Fixed salary-earners,Employees,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,42607.78
Government including social security funds,Fixed salary-earners,Employees,Mean of men and women,Number of fulltime employees in the earnings statistics,2016,152298.0
Government including social security funds,Fixed salary-earners,Employees,Men,STANDARDIZED HOURLY EARNINGS,2016,271.87
Government including social security funds,Fixed salary-earners,Employees,Men,Fringe benefits in DKK per standard hour,2016,0.26
Government including social security funds,Fixed salary-earners,Employees,Men,Pension including ATP in DKK per standard hour,2016,35.67
Government including social security funds,Fixed salary-earners,Employees,Men,Basic earnings in DKK per standard hour,2016,223.84
Government including social security funds,Fixed salary-earners,Employees,Men,"Lower quartile, standardized earnings",2016,217.62
Government including social security funds,Fixed salary-earners,Employees,Men,"Median, standardized hourly earnings",2016,257.84
Government including social security funds,Fixed salary-earners,Employees,Men,"Upper quartile, standardized hourly earnings",2016,309.03
Government including social security funds,Fixed salary-earners,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2016,43588.21
Government including social security funds,Fixed salary-earners,Employees,Men,Number of fulltime employees in the earnings statistics,2016,82278.0
Government including social security funds,Fixed salary-earners,Employees,Women,STANDARDIZED HOURLY EARNINGS,2016,258.4
Government including social security funds,Fixed salary-earners,Employees,Women,Fringe benefits in DKK per standard hour,2016,0.23
Government including social security funds,Fixed salary-earners,Employees,Women,Pension including ATP in DKK per standard hour,2016,36.09
Government including social security funds,Fixed salary-earners,Employees,Women,Basic earnings in DKK per standard hour,2016,216.37
Government including social security funds,Fixed salary-earners,Employees,Women,"Lower quartile, standardized earnings",2016,209.42
Government including social security funds,Fixed salary-earners,Employees,Women,"Median, standardized hourly earnings",2016,248.01
Government including social security funds,Fixed salary-earners,Employees,Women,"Upper quartile, standardized hourly earnings",2016,295.29
Government including social security funds,Fixed salary-earners,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2016,41429.91
Government including social security funds,Fixed salary-earners,Employees,Women,Number of fulltime employees in the earnings statistics,2016,70019.0
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,256.52
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2016,0.22
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2016,34.88
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2016,214.12
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2016,211.02
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2016,249.36
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2016,294.24
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,41127.09
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2016,135667.0
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2016,261.09
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2016,0.23
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Men,Pension including ATP in DKK per standard hour,2016,34.65
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Men,Basic earnings in DKK per standard hour,2016,216.76
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Men,"Lower quartile, standardized earnings",2016,214.38
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Men,"Median, standardized hourly earnings",2016,252.6
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Men,"Upper quartile, standardized hourly earnings",2016,299.16
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Men,STANDARDIZED MONTHLY EARNINGS,2016,41861.22
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Men,Number of fulltime employees in the earnings statistics,2016,69937.0
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Women,STANDARDIZED HOURLY EARNINGS,2016,251.53
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Women,Fringe benefits in DKK per standard hour,2016,0.21
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Women,Pension including ATP in DKK per standard hour,2016,35.14
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Women,Basic earnings in DKK per standard hour,2016,211.24
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Women,"Lower quartile, standardized earnings",2016,207.9
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Women,"Median, standardized hourly earnings",2016,244.47
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Women,"Upper quartile, standardized hourly earnings",2016,289.26
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Women,STANDARDIZED MONTHLY EARNINGS,2016,40327.4
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Women,Number of fulltime employees in the earnings statistics,2016,65730.0
Municipal and regional government total,All forms of pay,General managers,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,367.75
Municipal and regional government total,All forms of pay,General managers,Mean of men and women,Fringe benefits in DKK per standard hour,2016,0.41
Municipal and regional government total,All forms of pay,General managers,Mean of men and women,Pension including ATP in DKK per standard hour,2016,55.3
Municipal and regional government total,All forms of pay,General managers,Mean of men and women,Basic earnings in DKK per standard hour,2016,299.3
Municipal and regional government total,All forms of pay,General managers,Mean of men and women,"Lower quartile, standardized earnings",2016,273.38
Municipal and regional government total,All forms of pay,General managers,Mean of men and women,"Median, standardized hourly earnings",2016,320.32
Municipal and regional government total,All forms of pay,General managers,Mean of men and women,"Upper quartile, standardized hourly earnings",2016,441.7
Municipal and regional government total,All forms of pay,General managers,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,58961.13
Municipal and regional government total,All forms of pay,General managers,Mean of men and women,Number of fulltime employees in the earnings statistics,2016,33666.0
Municipal and regional government total,All forms of pay,General managers,Men,STANDARDIZED HOURLY EARNINGS,2016,417.44
Municipal and regional government total,All forms of pay,General managers,Men,Fringe benefits in DKK per standard hour,2016,0.48
Municipal and regional government total,All forms of pay,General managers,Men,Pension including ATP in DKK per standard hour,2016,63.37
Municipal and regional government total,All forms of pay,General managers,Men,Basic earnings in DKK per standard hour,2016,333.66
Municipal and regional government total,All forms of pay,General managers,Men,"Lower quartile, standardized earnings",2016,301.74
Municipal and regional government total,All forms of pay,General managers,Men,"Median, standardized hourly earnings",2016,380.79
Municipal and regional government total,All forms of pay,General managers,Men,"Upper quartile, standardized hourly earnings",2016,521.77
Municipal and regional government total,All forms of pay,General managers,Men,STANDARDIZED MONTHLY EARNINGS,2016,66927.99
Municipal and regional government total,All forms of pay,General managers,Men,Number of fulltime employees in the earnings statistics,2016,12494.0
Municipal and regional government total,All forms of pay,General managers,Women,STANDARDIZED HOURLY EARNINGS,2016,338.07
Municipal and regional government total,All forms of pay,General managers,Women,Fringe benefits in DKK per standard hour,2016,0.37
Municipal and regional government total,All forms of pay,General managers,Women,Pension including ATP in DKK per standard hour,2016,50.49
Municipal and regional government total,All forms of pay,General managers,Women,Basic earnings in DKK per standard hour,2016,278.78
Municipal and regional government total,All forms of pay,General managers,Women,"Lower quartile, standardized earnings",2016,266.03
Municipal and regional government total,All forms of pay,General managers,Women,"Median, standardized hourly earnings",2016,302.24
Municipal and regional government total,All forms of pay,General managers,Women,"Upper quartile, standardized hourly earnings",2016,372.71
Municipal and regional government total,All forms of pay,General managers,Women,STANDARDIZED MONTHLY EARNINGS,2016,54202.87
Municipal and regional government total,All forms of pay,General managers,Women,Number of fulltime employees in the earnings statistics,2016,21172.0
Municipal and regional government total,All forms of pay,Employees,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,235.15
Municipal and regional government total,All forms of pay,Employees,Mean of men and women,Fringe benefits in DKK per standard hour,2016,0.08
Municipal and regional government total,All forms of pay,Employees,Mean of men and women,Pension including ATP in DKK per standard hour,2016,30.93
Municipal and regional government total,All forms of pay,Employees,Mean of men and women,Basic earnings in DKK per standard hour,2016,194.81
Municipal and regional government total,All forms of pay,Employees,Mean of men and women,"Lower quartile, standardized earnings",2016,193.72
Municipal and regional government total,All forms of pay,Employees,Mean of men and women,"Median, standardized hourly earnings",2016,223.53
Municipal and regional government total,All forms of pay,Employees,Mean of men and women,"Upper quartile, standardized hourly earnings",2016,258.61
Municipal and regional government total,All forms of pay,Employees,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,37701.96
Municipal and regional government total,All forms of pay,Employees,Mean of men and women,Number of fulltime employees in the earnings statistics,2016,472624.0
Municipal and regional government total,All forms of pay,Employees,Men,STANDARDIZED HOURLY EARNINGS,2016,256.27
Municipal and regional government total,All forms of pay,Employees,Men,Fringe benefits in DKK per standard hour,2016,0.15
Municipal and regional government total,All forms of pay,Employees,Men,Pension including ATP in DKK per standard hour,2016,34.68
Municipal and regional government total,All forms of pay,Employees,Men,Basic earnings in DKK per standard hour,2016,211.5
Municipal and regional government total,All forms of pay,Employees,Men,"Lower quartile, standardized earnings",2016,198.48
Municipal and regional government total,All forms of pay,Employees,Men,"Median, standardized hourly earnings",2016,233.6
Municipal and regional government total,All forms of pay,Employees,Men,"Upper quartile, standardized hourly earnings",2016,280.33
Municipal and regional government total,All forms of pay,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2016,41087.06
Municipal and regional government total,All forms of pay,Employees,Men,Number of fulltime employees in the earnings statistics,2016,107645.0
Municipal and regional government total,All forms of pay,Employees,Women,STANDARDIZED HOURLY EARNINGS,2016,228.72
Municipal and regional government total,All forms of pay,Employees,Women,Fringe benefits in DKK per standard hour,2016,0.06
Municipal and regional government total,All forms of pay,Employees,Women,Pension including ATP in DKK per standard hour,2016,29.78
Municipal and regional government total,All forms of pay,Employees,Women,Basic earnings in DKK per standard hour,2016,189.72
Municipal and regional government total,All forms of pay,Employees,Women,"Lower quartile, standardized earnings",2016,192.44
Municipal and regional government total,All forms of pay,Employees,Women,"Median, standardized hourly earnings",2016,221.31
Municipal and regional government total,All forms of pay,Employees,Women,"Upper quartile, standardized hourly earnings",2016,251.87
Municipal and regional government total,All forms of pay,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2016,36671.12
Municipal and regional government total,All forms of pay,Employees,Women,Number of fulltime employees in the earnings statistics,2016,364980.0
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,224.45
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2016,0.05
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2016,28.96
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2016,186.37
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2016,191.23
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2016,219.83
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2016,249.14
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,35986.84
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2016,438958.0
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2016,234.37
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2016,0.1
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Men,Pension including ATP in DKK per standard hour,2016,30.78
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Men,Basic earnings in DKK per standard hour,2016,194.91
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Men,"Lower quartile, standardized earnings",2016,194.17
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Men,"Median, standardized hourly earnings",2016,226.16
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Men,"Upper quartile, standardized hourly earnings",2016,265.82
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Men,STANDARDIZED MONTHLY EARNINGS,2016,37577.18
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Men,Number of fulltime employees in the earnings statistics,2016,95150.0
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Women,STANDARDIZED HOURLY EARNINGS,2016,221.62
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Women,Fringe benefits in DKK per standard hour,2016,0.04
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Women,Pension including ATP in DKK per standard hour,2016,28.44
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Women,Basic earnings in DKK per standard hour,2016,183.94
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Women,"Lower quartile, standardized earnings",2016,190.5
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Women,"Median, standardized hourly earnings",2016,218.46
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Women,"Upper quartile, standardized hourly earnings",2016,245.11
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Women,STANDARDIZED MONTHLY EARNINGS,2016,35532.78
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Women,Number of fulltime employees in the earnings statistics,2016,343808.0
Municipal and regional government total,Workers paid by the hour,General managers,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Mean of men and women,Fringe benefits in DKK per standard hour,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Mean of men and women,Pension including ATP in DKK per standard hour,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Mean of men and women,Basic earnings in DKK per standard hour,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Mean of men and women,"Lower quartile, standardized earnings",2016,
Municipal and regional government total,Workers paid by the hour,General managers,Mean of men and women,"Median, standardized hourly earnings",2016,
Municipal and regional government total,Workers paid by the hour,General managers,Mean of men and women,"Upper quartile, standardized hourly earnings",2016,
Municipal and regional government total,Workers paid by the hour,General managers,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Mean of men and women,Number of fulltime employees in the earnings statistics,2016,12.0
Municipal and regional government total,Workers paid by the hour,General managers,Men,STANDARDIZED HOURLY EARNINGS,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Men,Fringe benefits in DKK per standard hour,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Men,Pension including ATP in DKK per standard hour,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Men,Basic earnings in DKK per standard hour,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Men,"Lower quartile, standardized earnings",2016,
Municipal and regional government total,Workers paid by the hour,General managers,Men,"Median, standardized hourly earnings",2016,
Municipal and regional government total,Workers paid by the hour,General managers,Men,"Upper quartile, standardized hourly earnings",2016,
Municipal and regional government total,Workers paid by the hour,General managers,Men,STANDARDIZED MONTHLY EARNINGS,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Men,Number of fulltime employees in the earnings statistics,2016,6.0
Municipal and regional government total,Workers paid by the hour,General managers,Women,STANDARDIZED HOURLY EARNINGS,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Women,Fringe benefits in DKK per standard hour,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Women,Pension including ATP in DKK per standard hour,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Women,Basic earnings in DKK per standard hour,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Women,"Lower quartile, standardized earnings",2016,
Municipal and regional government total,Workers paid by the hour,General managers,Women,"Median, standardized hourly earnings",2016,
Municipal and regional government total,Workers paid by the hour,General managers,Women,"Upper quartile, standardized hourly earnings",2016,
Municipal and regional government total,Workers paid by the hour,General managers,Women,STANDARDIZED MONTHLY EARNINGS,2016,
Municipal and regional government total,Workers paid by the hour,General managers,Women,Number of fulltime employees in the earnings statistics,2016,6.0
Municipal and regional government total,Workers paid by the hour,Employees,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,187.81
Municipal and regional government total,Workers paid by the hour,Employees,Mean of men and women,Fringe benefits in DKK per standard hour,2016,0.0
Municipal and regional government total,Workers paid by the hour,Employees,Mean of men and women,Pension including ATP in DKK per standard hour,2016,10.09
Municipal and regional government total,Workers paid by the hour,Employees,Mean of men and women,Basic earnings in DKK per standard hour,2016,155.19
Municipal and regional government total,Workers paid by the hour,Employees,Mean of men and women,"Lower quartile, standardized earnings",2016,154.63
Municipal and regional government total,Workers paid by the hour,Employees,Mean of men and women,"Median, standardized hourly earnings",2016,180.23
Municipal and regional government total,Workers paid by the hour,Employees,Mean of men and women,"Upper quartile, standardized hourly earnings",2016,214.51
Municipal and regional government total,Workers paid by the hour,Employees,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,30111.15
Municipal and regional government total,Workers paid by the hour,Employees,Mean of men and women,Number of fulltime employees in the earnings statistics,2016,10059.0
Municipal and regional government total,Workers paid by the hour,Employees,Men,STANDARDIZED HOURLY EARNINGS,2016,190.15
Municipal and regional government total,Workers paid by the hour,Employees,Men,Fringe benefits in DKK per standard hour,2016,0.0
Municipal and regional government total,Workers paid by the hour,Employees,Men,Pension including ATP in DKK per standard hour,2016,9.13
Municipal and regional government total,Workers paid by the hour,Employees,Men,Basic earnings in DKK per standard hour,2016,161.48
Municipal and regional government total,Workers paid by the hour,Employees,Men,"Lower quartile, standardized earnings",2016,157.47
Municipal and regional government total,Workers paid by the hour,Employees,Men,"Median, standardized hourly earnings",2016,184.14
Municipal and regional government total,Workers paid by the hour,Employees,Men,"Upper quartile, standardized hourly earnings",2016,217.93
Municipal and regional government total,Workers paid by the hour,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2016,30486.38
Municipal and regional government total,Workers paid by the hour,Employees,Men,Number of fulltime employees in the earnings statistics,2016,2872.0
Municipal and regional government total,Workers paid by the hour,Employees,Women,STANDARDIZED HOURLY EARNINGS,2016,186.87
Municipal and regional government total,Workers paid by the hour,Employees,Women,Fringe benefits in DKK per standard hour,2016,0.0
Municipal and regional government total,Workers paid by the hour,Employees,Women,Pension including ATP in DKK per standard hour,2016,10.48
Municipal and regional government total,Workers paid by the hour,Employees,Women,Basic earnings in DKK per standard hour,2016,152.66
Municipal and regional government total,Workers paid by the hour,Employees,Women,"Lower quartile, standardized earnings",2016,153.72
Municipal and regional government total,Workers paid by the hour,Employees,Women,"Median, standardized hourly earnings",2016,178.78
Municipal and regional government total,Workers paid by the hour,Employees,Women,"Upper quartile, standardized hourly earnings",2016,213.59
Municipal and regional government total,Workers paid by the hour,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2016,29960.96
Municipal and regional government total,Workers paid by the hour,Employees,Women,Number of fulltime employees in the earnings statistics,2016,7187.0
